Gene,Btz1,Btz2,X3MA1,X3MA2,Comb1,Comb2,DMSO1,DMSO2,Avg_Btz,Avg_3MA,Avg_Comb,Avg_DMSO,Btz/DMSO,3MA/DMSO,Comb/DMSO,plasma membrane [GO:0005886],cytosol [GO:0005829],extracellular exosome [GO:0070062],mitochondrion [GO:0005739],endosome [GO:0005768],Golgi apparatus [GO:0005794],lysosome [GO:0005764],nucleolus [GO:0005730],nucleoplasm [GO:0005654],endoplasmic reticulum [GO:0005783],peroxisome [GO:0005777],cytoskeleton [GO:0005856],centrosome [GO:0005813],spliceosomal complex [GO:0005681],proteasome complex [GO:0000502],ribosome [GO:0005840],vacuole [GO:0005773]
HLTF,13683355.58,13079431.35,10416961.82,10615844.93,9858066.504,10652079.53,14385299.95,14513598.4,13381393.46,10516403.37,10255073.02,14449449.18,0.926083292,0.727806524,0.709720688,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
HLX,30269016.6,33972919.08,18602464.59,19055792.65,26539125.37,25818570.46,25749564.36,25336926.8,32120967.84,18829128.62,26178847.91,25543245.58,1.257513175,0.737147069,1.024883382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM13,15695466.5,15163472.33,10922365.32,12606117.49,11051311.78,12226758.1,16421816.67,15838289.5,15429469.41,11764241.41,11639034.94,16130053.09,0.956566561,0.729336807,0.721574497,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HMBS,248024.5416,257154.1453,217043.2147,231747.9021,238997.822,255844.8521,383626.429,366213.6782,252589.3434,224395.5584,247421.3371,374920.0536,0.673715212,0.598515754,0.659930923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMG20A,4812326.083,4279887.272,3775125.139,3525651.959,3574413.574,3577280.71,4306677.995,5085649.701,4546106.677,3650388.549,3575847.142,4696163.848,0.968046862,0.777312859,0.76144003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMG20B,5227766.767,5020169.008,4044356.269,4133962.596,4086180.22,4525661.424,6121696.133,6470023.872,5123967.888,4089159.432,4305920.822,6295860.002,0.81386306,0.64949974,0.683928934,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HMGB1,304009604.9,288097202.5,336935756.7,339255490.4,238901943.2,252088368.1,452443009.7,434263701.4,296053403.7,338095623.6,245495155.7,443353355.6,0.667759474,0.762587267,0.553723464,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
HMGB2,534000963.5,573315587,487705375,456406716,373399159.8,457821310.4,804588949.8,733347510.1,553658275.3,472056045.5,415610235.1,768968230,0.720001495,0.613882378,0.540477771,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
HMGB3,51191250.22,57299768.76,52547037.48,59294698.78,53131615.96,47247778.29,66885355.49,60713743.73,54245509.49,55920868.13,50189697.13,63799549.61,0.850249098,0.876508823,0.786677922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGCS1,732947.3754,879520.0603,491766.0656,610413.9386,722176.715,562621.9151,634370.8664,646519.3496,806233.7179,551090.0021,642399.3151,640445.108,1.258864667,0.860479681,1.003051326,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGN5,3304086.45,3162034.357,3078772.641,2831319.158,2467054.346,2896003.622,4060060.409,4148088.419,3233060.404,2955045.9,2681528.984,4104074.414,0.787768466,0.720027368,0.653382155,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
HMGXB3,1077148.724,1191050.143,899704.6648,1048580.972,893875.5854,896875.6833,1337752.28,1331024.344,1134099.433,974142.8185,895375.6344,1334388.312,0.849902104,0.73002949,0.671000807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMGXB4,6671518.937,6455168.238,5825843.585,5899733.205,5389872.421,5532989.835,7167472.472,7410125.684,6563343.587,5862788.395,5461431.128,7288799.078,0.900469819,0.80435588,0.749290942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMMR,17371689.29,16292507.19,16097432.07,15839898.95,11486374.95,12914428.62,19690025.22,21532010.31,16832098.24,15968665.51,12200401.79,20611017.77,0.816655365,0.774763561,0.591935921,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HMOX1,38903745.8,37226510.76,54976501.8,67119998.9,54796679.85,68244983.18,19708149.06,19002808.2,38065128.28,61048250.35,61520831.51,19355478.63,1.966633272,3.15405532,3.178471206,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
HMOX2,3727626.888,2755985.836,1856769.392,1779563.979,1687630.534,1898521.538,5045521.43,5691249.018,3241806.362,1818166.686,1793076.036,5368385.224,0.603869921,0.338680368,0.334006589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNMT,10543277.81,11624758.94,8735645.116,9101061.367,7562070.712,7712193.362,15377943.5,14302648.21,11084018.38,8918353.242,7637132.037,14840295.85,0.746886618,0.600955219,0.514621279,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
HNRNPA0,1285256.409,1169419.232,1168754.548,1268733.72,1053233.683,1125743.083,1725804.902,1649508.661,1227337.82,1218744.134,1089488.383,1687656.781,0.727243735,0.722151653,0.645562768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HNRNPA1,121028046.4,123671175.6,128806681.5,135160022.6,80414801.26,103523677.9,198870058.9,201742129.7,122349611,131983352.1,91969239.58,200306094.3,0.610813223,0.65890832,0.459143492,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
HNRNPA2B1,7798340.98,7508408.476,7117225.593,6968773.789,6536032.756,7334817.036,9332343.073,9203410.719,7653374.728,7042999.691,6935424.896,9267876.896,0.825795898,0.75993669,0.748329415,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
HNRNPA3,124514477.5,129847068.5,114777503.1,113219780.6,107652733.1,119117165.6,164461415.2,156191625.7,127180773,113998641.8,113384949.3,160326520.4,0.793260982,0.711040454,0.707212687,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HNRNPAB,9687347.514,9324849.094,8493274.55,8625784.377,8091646.504,8996581.334,10771337.57,11387275.1,9506098.304,8559529.464,8544113.919,11079306.33,0.858004826,0.772569077,0.771177695,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HNRNPC,7535167.371,7060763.79,7039479.637,7022439.571,5938564.957,6781856.346,9093537.439,9981724.567,7297965.581,7030959.604,6360210.651,9537631.003,0.76517592,0.737180921,0.666854342,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
HNRNPD,24885877.9,24906041.95,15628302.06,15929899.72,16059660.63,17572830.66,30361151.13,31963264.57,24895959.93,15779100.89,16816245.65,31162207.85,0.798915149,0.506353753,0.539635886,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HNRNPDL,5273010.883,5153240.403,3760165.46,3971323.782,3139142.344,3590141.337,7105033.132,7075711.666,5213125.643,3865744.621,3364641.841,7090372.399,0.735240034,0.545210379,0.474536689,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
HNRNPF,46781596.68,41002786.77,32596123.09,29958402.82,30995521.52,34415568.17,43306925.6,57017109.27,43892191.72,31277262.96,32705544.85,50162017.44,0.875008502,0.623524821,0.651998195,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HNRNPH1,90703090.36,94100941.77,86516944.36,96728063.64,86780868.47,99986645.05,116164353.4,126614634.4,92402016.07,91622504,93383756.76,121389493.9,0.761202746,0.754781168,0.769290272,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HNRNPH2,50611238.69,50432472.63,47603136.1,48959157.88,46155516.12,51160412.41,66677691.12,70153410.97,50521855.66,48281146.99,48657964.26,68415551.04,0.73845573,0.705704277,0.711212049,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HNRNPK,255374720.2,259296329.2,250887424.3,250348283.4,235014678.9,278676346.7,318722975.9,309840397.8,257335524.7,250617853.9,256845512.8,314281686.9,0.818805344,0.797430663,0.817246195,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HNRNPL,64959424.93,64935198.57,54494809.89,51604597.49,51748443.1,51840104.5,85163675.77,84577568.61,64947311.75,53049703.69,51794273.8,84870622.19,0.765250803,0.625065568,0.61027329,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HNRNPLL,474260.777,434379.9241,429979.7996,457725.3394,370681.9482,403669.7007,591247.8683,605794.9304,454320.3505,443852.5695,387175.8245,598521.3994,0.759071189,0.741581788,0.646887187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPM,74078155.25,67537502.74,55070856.04,53778599.09,50540688.07,56526256.68,83240760.91,82185409.31,70807828.99,54424727.56,53533472.38,82713085.11,0.856065626,0.657994167,0.647218905,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
HNRNPR,61284410.26,66548671.59,51227312.84,44666505.06,41638241.71,49203071.29,92814828.25,91416729.17,63916540.93,47946908.95,45420656.5,92115778.71,0.693871797,0.520507014,0.493082262,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
HNRNPU,331326846.8,303777384.8,268797888.6,249570568.6,244778746.6,280850091.7,377117962.8,354831392.2,317552115.8,259184228.6,262814419.1,365974677.5,0.867688765,0.708202629,0.718121868,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
HNRNPUL1,39478753.68,34483693.99,35666733.05,34326027.68,28745966.72,32404529.98,43082547.13,44545923.63,36981223.84,34996380.36,30575248.35,43814235.38,0.844045857,0.798744519,0.697838227,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HNRNPUL2,60525695.13,61651808.86,43180697.9,42929713.18,42038513.76,47532927.73,61864189.47,64668312.22,61088752,43055205.54,44785720.75,63266250.84,0.965581984,0.680539861,0.707892757,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HOMER3,5822099.14,5448551.178,4709788.59,4851890.91,4340101.272,4974745.909,6219311.465,6156933.339,5635325.159,4780839.75,4657423.59,6188122.402,0.910668017,0.772583255,0.752639216,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOOK3,37971891.41,35360898.41,28831944.12,29668349.68,31908240.97,34339726.07,40976384.82,44277879.09,36666394.91,29250146.9,33123983.52,42627131.95,0.860165656,0.686186134,0.777063387,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HOXA13,2618312.765,2434063.706,2067321.447,2199865.485,1791881.873,1930622.201,3696896.215,3628281.876,2526188.235,2133593.466,1861252.037,3662589.045,0.689727459,0.582536954,0.508179327,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HP1BP3,33254150.84,18113625.49,15984956.24,15991615.07,13212683.08,16081026.79,31151489.04,28995173.51,25683888.16,15988285.66,14646854.94,30073331.27,0.854042006,0.531643319,0.487037994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPCA,27702566.87,26817594.05,22696869.05,23057879.93,21716390.51,25442598.04,32483616.53,31709351.38,27260080.46,22877374.49,23579494.27,32096483.95,0.84931672,0.712768867,0.734644153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPS1,5022582.227,4743541.256,3777636.422,4105751.461,3757234.859,4066164.814,4556604.804,4688250.419,4883061.742,3941693.941,3911699.836,4622427.611,1.056384686,0.852732433,0.846243612,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HPS3,2153196.621,2078649.091,1657109.791,1830955.735,1595924.216,1801625.242,2447673.755,2373651.347,2115922.856,1744032.763,1698774.729,2410662.551,0.877734984,0.723466153,0.704692047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPS5,5344155.324,5239905.868,5411128.925,5692769.499,5400651.558,5799273.675,5878006.299,6214466.773,5292030.596,5551949.212,5599962.617,6046236.536,0.875260266,0.918248762,0.926189801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSBP1,120640244.8,104876634.4,53002917.6,52328941.04,85760042.38,96147023.33,112980174.3,114611313.1,112758439.6,52665929.32,90953532.86,113795743.7,0.990884509,0.462811065,0.799270077,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HSCB,2143185.128,2136668.016,1791793.555,1979901.198,1547003.073,1699066.693,2509875.301,2533294.49,2139926.572,1885847.377,1623034.883,2521584.895,0.848643476,0.747881771,0.643656649,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
HSD11B1,17475628.98,15980622.01,13139843.8,14562411.59,13923261.88,13968026.96,21137560.89,22373964.6,16728125.5,13851127.69,13945644.42,21755762.74,0.768905494,0.636664771,0.641009216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSD17B11,1402923.649,1419187.12,1659569.459,1438208.857,1334593.338,1487297.001,1962647.178,1976283.138,1411055.385,1548889.158,1410945.169,1969465.158,0.716466285,0.786451668,0.716410323,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HSD17B4,7525674.347,6757442.658,6205313.283,7347186.008,6187782.006,6245335.653,8011222.287,8687657.88,7141558.502,6776249.645,6216558.829,8349440.083,0.855333823,0.811581325,0.74454799,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HSD17B7,4422571.194,4092082.528,2656174.09,2721015.711,3115291.075,3288449.764,3590823.127,3934539.609,4257326.861,2688594.9,3201870.42,3762681.368,1.131460904,0.714542274,0.850954441,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HSDL2,684310.8022,641833.7006,630833.9669,666601.8584,523527.738,579056.8137,899703.9917,882739.5731,663072.2514,648717.9126,551292.2759,891221.7824,0.744003641,0.727897282,0.618580343,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
HSF1,1176454.467,1082918.434,906731.9893,958089.8183,923782.7007,967556.9526,1299180.891,1352090.597,1129686.45,932410.9038,945669.8267,1325635.744,0.852184664,0.703368861,0.713370797,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
HSH2D,2007535.462,1933361.288,1116586.768,1146646.112,1533505.02,1662429.156,1789667.969,1735591.018,1970448.375,1131616.44,1597967.088,1762629.494,1.11790276,0.642004712,0.906581385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSP90AA1,353734940.3,334658735.7,208364827.1,187124076.9,238287964.4,273383761.8,355421427.4,345882556.7,344196838,197744452,255835863.1,350651992,0.981590996,0.563933634,0.729600484,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
HSP90AB1,140719540.6,136513620.7,92896328.04,110524422.6,98062634.62,110070800.1,193230479.4,194904499.2,138616580.6,101710375.3,104066717.4,194067489.3,0.714269975,0.52409796,0.536239829,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
HSP90B1,325189632.5,298856305.7,250182391.8,239247787.1,229199005.5,273872188.4,367611307.6,346128110.6,312022969.1,244715089.5,251535597,356869709.1,0.874333016,0.685726704,0.704838742,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HSPA13,1124973.175,1144504.62,892983.3746,956050.6706,1063979.344,883632.5858,1522487.145,1443474.582,1134738.898,924517.0226,973805.9648,1482980.864,0.765174336,0.623418039,0.656654437,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HSPA1B,1157415294,1107422899,204491738.7,289972978,1606413254,1767718952,376979822.2,421140230.2,1132419097,247232358.3,1687066103,399060026.2,2.837716189,0.619536767,4.22759984,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
HSPA1L,14219378.78,13686547.68,8009679.118,8316294.907,10851135.25,11252074.67,13996046.19,14218410.62,13952963.23,8162987.012,11051604.96,14107228.4,0.989064814,0.578638608,0.783400158,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HSPA2,4611902.062,4335032.38,3173098.021,3530332.1,3445357.314,3465610.828,5374329.118,5498486.29,4473467.221,3351715.061,3455484.071,5436407.704,0.822871916,0.616531217,0.635619008,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPA4,326453153.7,290661778.1,243140884.5,251172280.4,225586673.6,250550135.2,390817600.5,379204094.4,308557465.9,247156582.5,238068404.4,385010847.5,0.801425383,0.641947062,0.61834207,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPA4L,92414792.04,92950540.39,50270036.87,55624527.69,72379179.39,70695950.27,94000422.51,94120302.15,92682666.21,52947282.28,71537564.83,94060362.33,0.985353064,0.562907488,0.760549535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPA5,262405606.1,237947340.2,206822802.3,219994245.4,297129811.4,360746935.9,241584202.6,243974774.6,250176473.1,213408523.8,328938373.7,242779488.6,1.030467914,0.87902205,1.354885355,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
HSPA6,169840535.5,160650089.7,16615508.22,23052333.59,156201102.4,159522678.8,49817905.57,53945216.19,165245312.6,19833920.91,157861890.6,51881560.88,3.18504898,0.382292294,3.042735953,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPA8,489561936,485332463.5,290632979.6,333172617.5,467887289.7,532871633.1,364817956.4,382589770.2,487447199.8,311902798.5,500379461.4,373703863.3,1.304367569,0.834625566,1.33897321,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
HSPA9,707733170.5,647617392.3,587428472.1,561693299.6,458975688.5,542001732.4,941393183.1,937383013.2,677675281.4,574560885.9,500488710.5,939388098.2,0.721400753,0.611633133,0.532781618,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
HSPB1,19922128.95,19217285.45,10571107.95,10512005.19,14688426.81,15639743.15,17323180.63,18203484.73,19569707.2,10541556.57,15164084.98,17763332.68,1.101691194,0.593444753,0.853673421,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
HSPD1,467006946.4,435011254.4,339725417.8,336459603.2,322040612.4,407410475.3,516474378.4,482897506.1,451009100.4,338092510.5,364725543.8,499685942.3,0.902585129,0.67661001,0.729909555,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPE1,13377234.74,13117792.41,10580193.35,12026264.84,12206870.36,13088478.29,16676542.23,16786665.15,13247513.57,11303229.1,12647674.32,16731603.69,0.791765919,0.675561608,0.755915246,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HSPH1,1043073307,1047080332,396076656.8,444010906.1,906138174.7,939460495.2,749718936,687970675.8,1045076820,420043781.4,922799334.9,718844805.9,1.453828158,0.584331664,1.283725399,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HTATIP2,1791446.077,1844258.048,1655445.133,1751586.131,1610619.174,1860077.574,2712558.745,2726218.426,1817852.063,1703515.632,1735348.374,2719388.586,0.668478228,0.626433324,0.63813917,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HTATSF1,8784744.123,10450015.52,6680692.661,6772021.712,7643749.825,8381457.134,12089708.01,12166594.89,9617379.82,6726357.186,8012603.48,12128151.45,0.792979858,0.554606958,0.660661562,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
HTT,3271883.837,3217815.564,2677923.343,2664779.205,2681544.512,2799894.91,3789272.524,3827174.98,3244849.7,2671351.274,2740719.711,3808223.752,0.852063826,0.701469096,0.719684527,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
HUWE1,63717418.3,61098252.5,52015315.06,51095772.4,58769992.27,58569460.91,69642397.81,68127904.92,62407835.4,51555543.73,58669726.59,68885151.37,0.905969344,0.748427531,0.85170353,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
HVCN1,787490.5481,628275.4864,638709.148,705850.5905,532765.2295,564336.8567,891827.4053,935818.8731,707883.0173,672279.8693,548551.0431,913823.1392,0.774638972,0.735678317,0.600281411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HYLS1,376956.5422,361709.3732,271308.1355,307708.4706,227504.9297,230992.8116,550281.6591,579671.084,369332.9577,289508.303,229248.8707,564976.3716,0.653713989,0.512425506,0.405767183,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HYOU1,123809582.7,108968980.5,77439540.37,82791566.53,93761859.29,100684325.1,114485757.4,111671229.6,116389281.6,80115553.45,97223092.2,113078493.5,1.029278671,0.708495055,0.859784113,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HYPK,29659538.87,32567643.75,23378589.38,25156649.85,22512754.08,22753974.31,41935683.29,40018637.41,31113591.31,24267619.62,22633364.2,40977160.35,0.759291055,0.592223068,0.552340963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IAH1,1086805.493,1085786.594,950313.6028,994747.8698,822668.2244,925207.1269,1469627.929,1437384.339,1086296.043,972530.7363,873937.6757,1453506.134,0.747362545,0.66909297,0.601261773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARS1,43525807.19,42917017.21,29612658.95,32635869.15,29827485.43,26724753.66,53703204.71,48397869.37,43221412.2,31124264.05,28276119.54,51050537.04,0.846639716,0.609675546,0.55388486,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IARS2,35762009.1,34584960.86,33613681.93,31083009.34,25599767,27419573.78,41533322.9,42129934.6,35173484.98,32348345.64,26509670.39,41831628.75,0.840834699,0.773298736,0.633723122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IBTK,5198041.34,4650975.067,4463104.96,4335156.262,4767303.109,5378417.141,5086801.951,5185531.678,4924508.203,4399130.611,5072860.125,5136166.814,0.95879055,0.856500727,0.987674332,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ICA1,3295013.944,3337173.335,1954880.843,2033301.418,2162510.894,2212794.096,3088066.473,3082203.464,3316093.64,1994091.131,2187652.495,3085134.969,1.074861772,0.646354584,0.709094583,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ICAM1,1711063.016,1861896.781,2939458.793,2081708.978,1238707.005,1988690.596,4180781.121,3950096.78,1786479.899,2510583.885,1613698.801,4065438.951,0.439430999,0.617543128,0.396931013,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICE2,996969.8435,971594.3586,841250.4786,860158.3085,803764.313,870240.3893,1083606.444,1045085.719,984282.101,850704.3935,837002.3512,1064346.082,0.924776365,0.799274229,0.786400557,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ID2,4603747.495,4601386.761,1689254.029,1749130.791,4360033.408,5181056.188,2353790.881,2393515.256,4602567.128,1719192.41,4770544.798,2373653.069,1.939022677,0.724281249,2.009790252,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IDE,17162372.37,16291658.39,12517002.95,14472813.59,12979867.16,13851102,19034384.9,19977194.65,16727015.38,13494908.27,13415484.58,19505789.77,0.857541047,0.691841162,0.687769362,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
IDH1,1773956.418,1567229.324,982212.8538,1099291.475,1109228.956,1120099.049,2156796.785,2317614.336,1670592.871,1040752.164,1114664.003,2237205.561,0.74673195,0.465201849,0.498239421,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
IDH2,74024947.32,79868700.53,75633038.39,71531644.99,42161363.04,46410844.52,103931638.1,95615472.49,76946823.92,73582341.69,44286103.78,99773555.29,0.771214614,0.737493432,0.443866149,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
IDH3A,1178396.826,1126903.537,1064327.053,1060372.449,883922.0087,970026.8419,1650708.583,1711996.886,1152650.181,1062349.751,926974.4253,1681352.735,0.685549295,0.631842283,0.551326564,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IDI1,2972687.551,2701664.946,4144783.295,4210398.745,3855190.662,4467893.368,2401205.78,2905389.922,2837176.248,4177591.02,4161542.015,2653297.851,1.06930183,1.574490032,1.568441332,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IDS,4006909.756,4627373.855,3050339.002,3037179.031,4751946.768,4074650.23,4589976.744,4720728.997,4317141.806,3043759.016,4413298.499,4655352.871,0.927350069,0.653819184,0.948005151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IFFO1,2013634.754,2078287.361,1609631.503,1625495.074,1708823.541,1760758.79,2442490.413,2447831.117,2045961.057,1617563.288,1734791.166,2445160.765,0.836738871,0.661536579,0.709479389,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IFI16,3266149.335,2798707.713,2372763.981,2619518.415,2363239.633,2559666.271,3343193.296,3710513.485,3032428.524,2496141.198,2461452.952,3526853.39,0.859811336,0.707753037,0.697917571,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
IFIH1,1201726.756,1092082.531,813049.7121,832850.6469,798781.7981,760495.8685,1658143.271,1800372.005,1146904.643,822950.1795,779638.8333,1729257.638,0.663235262,0.475897958,0.450851751,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IFIT2,1250485.768,1248990.228,1578585.577,1228772.205,885206.8966,1016623.506,2243042.472,2254634.093,1249737.998,1403678.891,950915.2012,2248838.283,0.555726042,0.62417956,0.422847302,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IFIT3,1673251.283,1806741.442,1503984.284,1163798.516,965838.5764,1043281.01,4364725.331,4370770.819,1739996.362,1333891.4,1004559.793,4367748.075,0.398373792,0.305395682,0.229994903,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IFITM2,2241431.392,2045847.866,1824797.128,1892921.96,1700754.878,1846032.185,2324369.543,2623523.962,2143639.629,1858859.544,1773393.531,2473946.752,0.866485759,0.751374112,0.716827688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFITM3,19291890.41,19390472.44,13055425.01,14378639.84,16446621.33,19393399.29,20253249.9,20361396.47,19341181.42,13717032.42,17920010.31,20307323.18,0.952423973,0.675472208,0.88244079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNGR1,3080529.563,3034649.506,2619024.177,2483421.294,2506294.452,2941458.768,3798563.416,3405384.942,3057589.534,2551222.735,2723876.61,3601974.179,0.848864923,0.708284571,0.756217695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFT20,1669014.464,1824431.101,1360055.992,1340299.617,1700758.741,1545934.348,1669591.83,1806595.552,1746722.783,1350177.805,1623346.544,1738093.691,1.004964687,0.776815319,0.933981035,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
IFT22,2162459.493,2291667.189,1866550.28,1708807.485,1993000.039,1415014.1,3718089.839,3555115.995,2227063.341,1787678.882,1704007.07,3636602.917,0.612402121,0.491579346,0.468571111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IFT27,6525170.562,6439596.534,5294171.003,5674358.397,5443344.459,5309276.643,7749439.334,8791930.778,6482383.548,5484264.7,5376310.551,8270685.056,0.783778309,0.663096789,0.650044164,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
IFT57,3732842.882,3604985.807,3405266.838,3479604.228,3481432.481,3210124.788,4573798.761,4816048.544,3668914.344,3442435.533,3345778.635,4694923.652,0.781464112,0.73322503,0.712637496,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
IFT74,18924389.78,18938189.36,14212131.22,15053982.38,15917950.73,16457400.59,20225668.85,21531351.35,18931289.57,14633056.8,16187675.66,20878510.1,0.906735657,0.700866907,0.775327147,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
