Gene,Btz1,Btz2,X3MA1,X3MA2,Comb1,Comb2,DMSO1,DMSO2,Avg_Btz,Avg_3MA,Avg_Comb,Avg_DMSO,Btz/DMSO,3MA/DMSO,Comb/DMSO,plasma membrane [GO:0005886],cytosol [GO:0005829],extracellular exosome [GO:0070062],mitochondrion [GO:0005739],endosome [GO:0005768],Golgi apparatus [GO:0005794],lysosome [GO:0005764],nucleolus [GO:0005730],nucleoplasm [GO:0005654],endoplasmic reticulum [GO:0005783],peroxisome [GO:0005777],cytoskeleton [GO:0005856],centrosome [GO:0005813],spliceosomal complex [GO:0005681],proteasome complex [GO:0000502],ribosome [GO:0005840],vacuole [GO:0005773]
EIF3D,32227613.32,31494529.87,24642080.24,24140052.41,22835060.03,26293255.82,38025540.1,36319901.83,31861071.6,24391066.32,24564157.92,37172720.97,0.857108944,0.656154989,0.660811404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF3E,90207727.89,85550652,43031399.57,52905574.71,56830760.62,57764061.41,96903847.03,104137895.7,87879189.95,47968487.14,57297411.02,100520871.4,0.874238243,0.477199277,0.570005117,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EIF3F,6733017.235,6361801.033,3669924.101,4324271.088,3941497.729,4297764.243,6006671.755,6873571.356,6547409.134,3997097.594,4119630.986,6440121.556,1.016659247,0.620655613,0.639682178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF3G,17206149.01,17832869.54,15423319.99,14265227.35,11127895.82,12594828.79,25159040.55,23854367.15,17519509.28,14844273.67,11861362.31,24506703.85,0.714886399,0.605722979,0.4840048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF3H,230391335.7,244702953.4,142622899.3,135223089.4,128696465.9,156953628.8,289256362.5,290933977.6,237547144.6,138922994.4,142825047.3,290095170,0.818859358,0.47888765,0.492338591,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF3I,8196725.325,6787519.571,3789591.161,3986173.163,5320104.771,5318886.136,7711566.107,7714882.296,7492122.448,3887882.162,5319495.454,7713224.201,0.971334717,0.504054084,0.689659125,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF3J,4279524.613,7103743.137,3527068.32,3732940.726,3951069.888,3179598.026,8518698.623,6756552.957,5691633.875,3630004.523,3565333.957,7637625.79,0.745209838,0.47527918,0.466811815,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF3L,2878333.454,2893475.525,2484027.947,2669758.027,2241053.721,2238111.8,3442443.828,3429492.364,2885904.489,2576892.987,2239582.76,3435968.096,0.839910153,0.749975819,0.651805458,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EIF3M,3060591.967,2903846.688,2122441.297,2280852.032,2113931.028,2249343.2,3114005.056,3440028.746,2982219.327,2201646.664,2181637.114,3277016.901,0.910040875,0.671844769,0.665738743,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4A1,47055812.11,47010292.92,50420048.32,48116733.91,39618217.67,43516381.1,66706912.73,63837306.11,47033052.51,49268391.11,41567299.39,65272109.42,0.720568906,0.754815365,0.636830949,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4A2,20037138.67,18653721.19,15433935.51,16683148.88,17684076.21,19380384.49,22211853.56,23609849.67,19345429.93,16058542.2,18532230.35,22910851.61,0.844378474,0.700914242,0.808884395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4A3,20189373.4,18261178.55,20565176.34,21328998.5,25711247.46,27636622.23,20732124.43,22150628.71,19225275.97,20947087.42,26673934.84,21441376.57,0.896643735,0.976946949,1.244040221,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
EIF4B,127134159.4,117436095.1,98397086.08,112430600.8,64212461.34,75523554.03,203131348,190743409.1,122285127.3,105413843.4,69868007.69,196937378.6,0.620934066,0.5352658,0.354772711,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4E,2400013.924,2408161.162,2362031.571,2689704.446,2078921.254,2214062.217,3230354.471,3417399.142,2404087.543,2525868.009,2146491.735,3323876.806,0.723278173,0.759916253,0.64577957,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4ENIF1,2425988.547,2221489.027,1754470.215,1862294.532,1738108.417,1775285.261,2686444.473,2960212.093,2323738.787,1808382.374,1756696.839,2823328.283,0.823049449,0.640514383,0.622207786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4G1,107230321,108042385.6,68461969.79,67625037.61,79903999.86,86253352.36,117766442.2,113782573.2,107636353.3,68043503.7,83078676.11,115774507.7,0.929706854,0.587724406,0.717590407,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
EIF4G2,161829484.8,170720482.3,148859436.7,147204405.1,167403658.3,179608672.5,200793687.4,195038644.9,166274983.6,148031920.9,173506165.4,197916166.1,0.840128357,0.74795265,0.876664948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4G3,16214291.34,15296590.43,11640769.49,12139514.91,12924743.91,14050519.73,17314367.09,16727121.94,15755440.88,11890142.2,13487631.82,17020744.52,0.925661088,0.698567691,0.79242314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF5,66095940.39,47856186.67,17103860.26,17297377.72,16194398.51,18672089.16,66302793.43,64583576.78,56976063.53,17200618.99,17433243.83,65443185.1,0.870618743,0.262832852,0.26638746,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF5A,21590220.65,21897337.47,26612833.99,25060694.01,18684376.46,23082481.21,32362608.5,32383037.21,21743779.06,25836764,20883428.83,32372822.86,0.671667687,0.798100435,0.645091376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF5B,6214146.046,6023516.077,5182404.187,5434012.303,4412304.048,4820300.051,8220130.262,8460151.921,6118831.061,5308208.245,4616302.05,8340141.091,0.733660377,0.636465041,0.553504071,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELAC2,5542138.735,4973640.233,4469662.482,4568410.466,3934598.607,4079007.837,7038028.386,7103238.543,5257889.484,4519036.474,4006803.222,7070633.464,0.74362354,0.639127526,0.566682355,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ELAVL1,30113261.75,25477929.74,23309193.52,23210142.03,19150704.48,18890241.6,38684157.4,40040418.85,27795595.74,23259667.78,19020473.04,39362288.13,0.706147866,0.590912492,0.483215635,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
ELF1,24938581.03,26402780.41,14679363.87,13814446.44,17851980.18,17692371.08,28866584.89,28621584.06,25670680.72,14246905.15,17772175.63,28744084.48,0.893077,0.49564651,0.618289848,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ELF2,1246286.435,1248290.303,949819.7334,914297.4279,788283.9963,874572.8272,1644955.696,1652502.082,1247288.369,932058.5807,831428.4118,1648728.889,0.756515142,0.565319494,0.504284493,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ELL,3392536.767,3433160.692,3452353.26,3233650.223,2812644.753,2999625.086,5330963.955,5142560.87,3412848.729,3343001.742,2906134.919,5236762.413,0.651709675,0.638371856,0.554948781,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ELL2,241094.4725,214181.5443,458886.4771,483828.8572,289646.6476,427505.5182,292975.6346,302377.7727,227638.0084,471357.6672,358576.0829,297676.7037,0.764715564,1.583455008,1.204582282,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ELMO1,9918250.131,10212020.82,8164172.573,8559390.175,8094858.434,8171128.809,12209355.43,11587642.41,10065135.48,8361781.374,8132993.622,11898498.92,0.845916409,0.702759351,0.683531064,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELMO2,6682658.1,6075105.833,4484293.234,4418493.119,4312302.793,4205703.669,8439596.83,8569513.678,6378881.966,4451393.177,4259003.231,8504555.254,0.750054738,0.523412812,0.500790824,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELMOD2,4174331.962,3714713.578,3448190.053,3603875.05,3583943.992,3645922.074,4256281.42,4289594.423,3944522.77,3526032.551,3614933.033,4272937.921,0.923140669,0.825200978,0.846006448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELOA,4831600.887,4714958.225,4357292.71,4135192.138,2873654.703,3257183.409,6623795.666,6705860.91,4773279.556,4246242.424,3065419.056,6664828.288,0.716189428,0.637112052,0.45993969,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ELOC,45573569.04,46283274.92,29212274.26,28352344.72,30125048.09,32216578.81,55810539.67,54202250.39,45928421.98,28782309.49,31170813.45,55006395.03,0.834965134,0.523253878,0.566676173,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ELOF1,2195353.259,2419840.741,2243835.1,1972524.244,1605777.191,1737669.242,3837835.208,4168420.988,2307597,2108179.672,1671723.217,4003128.098,0.576448453,0.526633078,0.417604227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELOVL5,5425765.839,5347823.668,3964665.143,4097051.744,4437041.716,4666918.743,5109428.31,5470627.808,5386794.753,4030858.444,4551980.229,5290028.059,1.018292284,0.76197298,0.860483192,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ELP1,2539642.821,2469160.641,1855454.992,1936630.785,1975264.344,2003864.076,2843000.767,2863605.502,2504401.731,1896042.888,1989564.21,2853303.134,0.877720177,0.664508045,0.697284556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELP3,3115973.164,3030369.719,2139266.891,2260108.348,2479048.96,2139418.655,4668826.704,4708813.36,3073171.442,2199687.619,2309233.808,4688820.032,0.655425335,0.469134581,0.492497855,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ELP4,1859619.122,1737564.619,1695227.986,1935223.367,1291945.164,1585102.508,2342744.408,2323465.971,1798591.87,1815225.677,1438523.836,2333105.189,0.770900463,0.778029934,0.616570501,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EMB,4218762.633,3521720.616,1667373.933,1825313.733,2900601.496,2986064.747,2362067.067,2408396.437,3870241.625,1746343.833,2943333.121,2385231.752,1.622585152,0.732148493,1.233982031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMC1,25716052.84,25388079.35,20082379.83,20100599.61,19567622.23,21335957.24,27670282.37,29297858.12,25552066.09,20091489.72,20451789.73,28484070.25,0.897065127,0.705358804,0.71800798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMC2,18332478.7,18351416.5,8428129.197,8438948.341,11558418.37,12796443.13,13512173.12,13235450.29,18341947.6,8433538.769,12177430.75,13373811.7,1.371482417,0.63060098,0.910543009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EMC3,13480192.24,12094942.44,4656717.806,4167847.78,9058201.654,10512287.82,7062154.16,7513233.09,12787567.34,4412282.793,9785244.74,7287693.625,1.754679601,0.605442959,1.342708029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMC4,3825245.602,3340293.47,1875844.547,2307097.967,3004913.734,3190257.322,2475597.295,2579714.089,3582769.536,2091471.257,3097585.528,2527655.692,1.417427835,0.827435186,1.225477638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMILIN2,7934296.616,5254818.538,3527597.814,3434947.945,4056791.242,5046596.25,6486132.765,6639295.52,6594557.577,3481272.88,4551693.746,6562714.143,1.004852175,0.530462367,0.693568796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EML2,5174213.669,4921950.53,5450652.855,5248996.862,3888104.483,4270469.551,7268988.943,7731155.014,5048082.099,5349824.859,4079287.017,7500071.979,0.673071154,0.713303135,0.543899716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMSY,447725.8097,458829.1582,379032.0168,380178.743,379854.0607,416319.4133,517744.0432,506843.1036,453277.4839,379605.3799,398086.737,512293.5734,0.884800254,0.740991884,0.777067599,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENDOD1,2280372.618,2371096.996,1851747.773,1971999.23,1765146.404,1811851.361,3292750.095,3296347.095,2325734.807,1911873.501,1788498.882,3294548.595,0.705934285,0.580314251,0.542866141,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG,14279174.07,14295116.84,10642771.04,10314215.6,10521821.18,11363864.19,18712520.71,19946501.58,14287145.46,10478493.32,10942842.68,19329511.14,0.739136409,0.542098206,0.566121026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENO1,611420740.2,464885897.9,480432217,491402940.1,352542281.9,427591999.6,598560710.1,581539088.3,538153319,485917578.6,390067140.7,590049899.2,0.912047133,0.823519467,0.661074837,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENO2,5130688.552,4473342.227,3953278.684,4188216.004,3615364.185,3914027.998,5348641.644,5677264.607,4802015.389,4070747.344,3764696.092,5512953.125,0.871042303,0.738396872,0.682881934,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENOSF1,5557162.714,5507477.392,5215220.993,5294020.734,4165400.072,4788997.011,6283392.586,6082014.823,5532320.053,5254620.863,4477198.541,6182703.704,0.894805949,0.849890455,0.724148974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSA,20748946.93,17300566.9,15511473.47,15538374.64,16047597.2,18228813.55,20100543.34,22398368.56,19024756.91,15524924.06,17138205.38,21249455.95,0.8953056,0.730603367,0.806524431,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENTR1,1493146.668,1515702.589,1410235.68,1472948.537,1456389.326,1290148.217,2055607.235,2025333.089,1504424.629,1441592.108,1373268.771,2040470.162,0.737293128,0.70649997,0.673015855,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ENY2,5641073.181,5969168.19,2892010.259,2977593.645,4545904.037,4470368.453,4976759.009,4442544.856,5805120.686,2934801.952,4508136.245,4709651.932,1.232600789,0.623146252,0.957212191,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
EOGT,639378.9158,680476.1653,768710.3383,670872.1001,608344.5856,625405.7331,983826.9271,1064702.88,659927.5406,719791.2192,616875.1594,1024264.904,0.644293813,0.702739317,0.602261346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EP300,49697773.13,51509886.25,34549492.57,33833240.63,38909193.55,44073346.18,50692918.88,49592260.18,50603829.69,34191366.6,41491269.86,50142589.53,1.009198571,0.681882745,0.827465639,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EP400,11755442.05,11168867.42,8904243.182,9291313.916,8985975.336,9413453.456,12644824.87,12339821.3,11462154.73,9097778.549,9199714.396,12492323.09,0.917535886,0.728269553,0.736429432,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
EPB41,1508195.117,1373083.861,1271234.204,1460732.557,1240127.268,1234636.191,1829589.72,1866361.136,1440639.489,1365983.38,1237381.729,1847975.428,0.779577189,0.739178324,0.669587761,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
EPB41L2,89410822.2,100818761,82522059.46,83658788.46,70480662.71,73283143.59,125171497.5,116583747.8,95114791.61,83090423.96,71881903.15,120877622.7,0.786868483,0.687392936,0.594666751,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
EPB41L3,8945126.203,8557334.588,6864566.108,6749250.749,6076954.66,7093733.378,11185567.4,10247473.42,8751230.396,6806908.429,6585344.019,10716520.41,0.816611182,0.635178973,0.61450394,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
EPC2,1971325.952,2107487.167,1602253.377,1380311.029,1371527.814,1420375.039,2286519.585,2284566.255,2039406.559,1491282.203,1395951.426,2285542.92,0.892307268,0.652484882,0.61077454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPHX1,993710.5634,947403.4527,995279.9102,1056390.281,809170.9552,834013.6435,1287622.303,1367403.314,970557.008,1025835.095,821592.2994,1327512.808,0.731109336,0.772749678,0.618895949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPN1,4206117.339,4288401.207,3817294.292,4199128.181,3792954.764,3369240.554,5201964.551,5362948.573,4247259.273,4008211.236,3581097.659,5282456.562,0.804031083,0.758777889,0.677922784,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EPRS1,223322232.1,224004560.6,171905508.9,175100989.1,153098942.7,159562130.7,285583642.3,286866150.6,223663396.3,173503249,156330536.7,286224896.4,0.781425373,0.606178048,0.546180778,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPS15,12334474.94,11868507.14,9774759.742,10051132.84,8605719.884,9227546.234,15949997.14,15643463.68,12101491.04,9912946.292,8916633.059,15796730.41,0.766075683,0.627531523,0.564460672,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPS15L1,46245653.02,42757807.44,30224606.55,30704759.06,27889559.94,29282915.1,56987278.49,55807018.93,44501730.23,30464682.8,28586237.52,56397148.71,0.789077662,0.540181259,0.506873808,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPS8L1,4628609.398,4286527.777,3289401.652,3620321.379,3611934.554,3601994.571,4895457.45,5164583.323,4457568.588,3454861.516,3606964.562,5030020.387,0.886192947,0.686848412,0.717087464,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPSTI1,5193275.708,5411505.351,3058478.788,2988282.203,3302156.457,3444597.697,5080423.352,5261835.975,5302390.529,3023380.495,3373377.077,5171129.663,1.025383403,0.584665381,0.65234819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERAP1,6055894.492,5506956.857,5395151.477,5301546.245,4629937.853,5503377.717,7121418.461,6985289.775,5781425.675,5348348.861,5066657.785,7053354.118,0.819670412,0.758270288,0.718333108,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ERBIN,14538038.74,13652516.52,9412279.702,9542527.153,9747675.101,9981786.193,15000997.98,15196528.17,14095277.63,9477403.427,9864730.647,15098763.08,0.933538566,0.627694029,0.653346939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERC1,10098755.65,9490646.682,7788027.919,8405496.115,7739893.136,8619532.835,9644752.424,10131630.28,9794701.168,8096762.017,8179712.985,9888191.353,0.99054527,0.818831445,0.827220337,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ERCC1,779755.7732,737971.1268,660764.4518,698359.7637,576578.596,570388.4074,940002.5841,986199.518,758863.45,679562.1077,573483.5017,963101.0511,0.787937516,0.70559793,0.595455172,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ERCC2,5831747.655,5723824.697,3904938.935,4078239.05,4506054.417,4643792.388,6848557.98,6033211.203,5777786.176,3991588.992,4574923.403,6440884.591,0.897048549,0.61972683,0.710294267,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ERCC3,4213622.995,4163282.964,3824150.183,3931254.381,3310201.108,3463672.508,4861379.956,4735064.625,4188452.98,3877702.282,3386936.808,4798222.291,0.872917661,0.808153947,0.705873259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ERCC5,5221953.102,5107365.185,3971590.511,3962285.931,3514434.634,3668571.078,6346165.863,6631457.482,5164659.144,3966938.221,3591502.856,6488811.673,0.79593297,0.611350494,0.553491616,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ERCC6L,2733139.859,2552234.421,2035796.181,2158042.961,1642374.146,1620748.53,4826038.269,4875607.831,2642687.14,2096919.571,1631561.338,4850823.05,0.544791495,0.432281192,0.336347321,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERCC6L2,1315151.843,1298019.61,765177.6157,805022.0766,830586.9903,899057.0541,1297881.809,1281441.697,1306585.726,785099.8461,864822.0222,1289661.753,1.0131228,0.608764154,0.670580499,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ERF,7773734.329,7440887.373,8420784.51,7883983.298,6447193.607,7960677.054,8670902.124,9188723.215,7607310.851,8152383.904,7203935.331,8929812.67,0.851900385,0.912940081,0.806728606,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ERG,35970445.34,31536962.82,17882318.47,16654227.65,22073554.93,22349881.26,33662122.01,32907751.51,33753704.08,17268273.06,22211718.09,33284936.76,1.014083467,0.518801438,0.667320424,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ERGIC3,892039.453,835961.9851,656585.4167,665340.2116,714979.7708,751101.9328,859498.8016,866684.0356,864000.719,660962.8142,733040.8518,863091.4186,1.001053539,0.765808581,0.849320056,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ERH,29741296.12,32924968.8,30402279.47,27381608.91,26040716.65,30187939.81,41941476.16,45938135.1,31333132.46,28891944.19,28114328.23,43939805.63,0.713092195,0.657534638,0.639837337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERI1,2200359.49,2043341.584,2374227.101,2281947.705,1685354.78,1814362.964,2884807.478,2988551.984,2121850.537,2328087.403,1749858.872,2936679.731,0.722533859,0.792761764,0.595863026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ERI3,4408818.554,4383287.279,3177302.844,3439900.696,3320842.139,3383376.471,4506147.243,4765875.481,4396052.916,3308601.77,3352109.305,4636011.362,0.948240324,0.713674215,0.723058906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERLEC1,1824457.751,1748036.639,1730381.397,1763169.715,1605344.873,1767261.813,2071122.228,2117832.828,1786247.195,1746775.556,1686303.343,2094477.528,0.852836648,0.833991071,0.805118852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERLIN1,5740260.379,5538639.284,3709193.066,3681435.957,3585607.765,3822995.397,6325801.8,6702562.168,5639449.832,3695314.511,3704301.581,6514181.984,0.865718803,0.567272226,0.568651841,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ERLIN2,33484559.42,31766058.58,31105799.83,28667996.95,24698200.73,31653398.25,41355257.96,42496859.49,32625309,29886898.39,28175799.49,41926058.72,0.778163033,0.712847792,0.672035492,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ERMAP,4960851.185,4973969.043,3945243.224,3789017.576,3977378.021,4120985.826,5345078.369,5446338.984,4967410.114,3867130.4,4049181.924,5395708.676,0.920622371,0.716704817,0.750444875,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERN1,6961147.407,6455769.452,6317799.922,6090732.59,5663107.178,6378529.883,7420422.172,7726623.438,6708458.43,6204266.256,6020818.531,7573522.805,0.885777808,0.819204803,0.794982558,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
ERO1B,2102224.758,1681245.589,1153358.76,1203897.547,1269659.612,1620483.422,1159315.948,1461698.159,1891735.174,1178628.154,1445071.517,1310507.054,1.443513919,0.899368035,1.10268122,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ERP29,91994439.36,102391249.6,95581006.65,95627388.29,83114263.64,82917606.06,145292322.4,149832834,97192844.49,95604197.47,83015934.85,147562578.2,0.658655099,0.647889178,0.562581217,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ERP44,933934.6458,746092.1582,773817.2095,832439.9556,660389.3843,774451.8524,1033584.846,1104244.674,840013.402,803128.5826,717420.6184,1068914.76,0.785856304,0.751349512,0.671167286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERVMER34-1,2058634.417,1936175.893,2235787.035,2380579.972,1962169.576,2081451.404,3000873.193,2818152.582,1997405.155,2308183.504,2021810.49,2909512.888,0.68650844,0.793323004,0.694896558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESCO2,5156785.017,5220187.664,5533793.706,5206902.152,4044246.101,4242354.627,7709466.549,7536052.535,5188486.341,5370347.929,4143300.364,7622759.542,0.680657223,0.704514933,0.543543364,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ESF1,1034628.647,945150.2884,840741.0071,834457.1591,741506.8584,734006.46,1316735.778,1343757.149,989889.4675,837599.0831,737756.6592,1330246.463,0.744139898,0.629657064,0.554601481,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ESRRA,800639.0224,562474.9518,512832.8909,509745.7035,471112.0794,463268.5415,913380.0909,936587.4365,681556.9871,511289.2972,467190.3105,924983.7637,0.736831298,0.552754889,0.505079471,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ESS2,3055714.968,3064858.569,2598624.05,2476404.148,2239536.328,2583622.956,3655740.542,3603381.909,3060286.768,2537514.099,2411579.642,3629561.225,0.843156122,0.699124203,0.664427321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESYT1,48558814.25,49466040.07,32901368.96,31957261.42,32126468.31,34283313.38,54472016.21,55691173.66,49012427.16,32429315.19,33204890.84,55081594.94,0.889814959,0.588750475,0.602830962,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ETAA1,1142344.003,1048115.152,1003951.632,1020988.623,883838.2287,935009.0079,1569541.941,1757476.593,1095229.578,1012470.128,909423.6183,1663509.267,0.658385018,0.608635099,0.546689842,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ETF1,23141167.24,22639299.41,24025028.09,26053090.68,18892359.7,21316004.39,29424995.72,28670662.19,22890233.33,25039059.39,20104182.04,29047828.95,0.788018732,0.861994176,0.692106184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETFA,5645975.373,5375928.745,4822663.798,5209228.489,4155793.898,4573914.579,7232071.258,7258285.322,5510952.059,5015946.144,4364854.239,7245178.29,0.760637191,0.692315074,0.602449528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ETNK1,19467189.88,17049097.24,9542697.24,10966716.78,18104295.98,19867669.48,13709047.22,14296850.45,18258143.56,10254707.01,18985982.73,14002948.84,1.303878474,0.732324822,1.355856038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETS1,6789818.606,6168576.285,2858093.729,2895163.687,4631212.104,3992989.579,5452139.482,5890081.804,6479197.446,2876628.708,4312100.842,5671110.643,1.142491807,0.507242565,0.760362672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
